Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_FPKM;ZT3_FPKM;ZT6_FPKM;ZT9_FPKM;ZT12_FPKM;ZT15_FPKM;ZT18_FPKM;ZT21_FPKM;ZT24_FPKM;ZT27_FPKM;ZT30_FPKM;ZT33_FPKM;ZT36_FPKM;ZT39_FPKM;ZT42_FPKM;ZT45_FPKM
Zfyve16;1;1;23.3857142857143;15.5857142857143;0.0331154604787888;0.530438;0.329742;0.47081;0.441214;0.530841;0.428297;1.01114;0.624747;0.77815;0.750021;0.670206;0.642984;0.797893;0.98456;0.852995;0.527092
Jdp2;1;1;23.3857142857143;14.2714285714286;0.0330697005685206;0.940108;0.796311;0.342619;0.603898;0.904446;0.690504;0.953789;0.658095;0.924884;1.11224;0.504519;1.16282;1.11741;1.53765;1.03637;0.88199
Txndc12;1;1;23.3857142857143;10.6142857142857;0.0330454569074509;22.2646;28.4113;26.8405;22.8199;24.0983;26.8482;24.8175;24.6091;22.1949;21.5202;22.696;22.2144;22.7605;21.616;21.8353;21.7671
Igsf6;1;1;23.3857142857143;12.1428571428571;0.0330282843141939;1.60428;0.774461;1.43085;1.28767;1.17334;0.743144;1.64228;1.60509;1.76996;1.98151;3.02379;1.55224;2.53467;2.55237;2.18727;1.42569
Ythdc2;1;1;23.3857142857143;12.9571428571429;0.0329157196489793;0.802217;0.627064;0.735355;0.875156;1.05533;0.456992;1.07548;0.877607;0.808809;1.01033;1.03683;1.15049;1.05366;0.883528;1.14742;0.660799
Cnot6l;1;1;23.3857142857143;9.87142857142857;0.0328858528054121;3.07581;2.4429;3.32504;2.94867;2.99111;2.06009;3.54677;3.50688;3.92139;3.84886;4.56834;4.07919;3.34573;3.05364;3.40709;2.74071
Cers5;1;1;23.3857142857143;10.0142857142857;0.0328444365510854;0.785658;0.503189;1.16211;0.873871;0.845081;0.841638;1.14063;0.797002;0.858378;1.37122;1.22008;0.686597;0.861277;1.16175;1.66198;0.788628
Lrif1;1;1;23.3857142857143;11.8071428571429;0.032782143810838;2.69967;1.70253;1.9694;2.1637;2.07422;2.06662;2.1927;2.67412;2.10122;2.12929;2.95518;2.2908;1.84709;1.79966;2.30612;2.37695
Mlh1;1;1;23.3857142857143;13.05;0.0327666548051549;4.33649;6.93816;5.37881;5.82649;4.11436;5.6482;5.52117;5.54547;4.88409;5.32113;4.52549;3.84804;4.52754;5.43907;5.80133;4.91436
Reln;1;1;23.3857142857143;15.1071428571429;0.0326925769518877;1.84663;1.55177;1.83461;1.65931;2.18533;1.91869;1.76641;1.52984;2.26975;2.30685;1.98013;1.91138;1.90927;2.57826;2.07984;2.14189
Cd84;1;1;23.3857142857143;7.67142857142858;0.0326287689828236;1.11781;0.735742;0.932563;0.916879;0.799376;0.782889;0.801187;0.885876;1.3849;1.55192;1.82868;1.34916;1.56124;1.35005;1.37731;1.10392
Snx14;1;1;23.3857142857143;8.07857142857143;0.0325589000984922;4.41363;4.4533;5.5834;4.71945;4.76755;3.78672;4.94579;5.19536;5.43678;5.30645;5.44813;6.21555;5.00524;4.47033;4.54106;3.58151
Hcfc2;1;1;23.3857142857143;11.7857142857143;0.032556543075888;1.84498;2.26672;2.07954;2.05366;2.26029;2.31318;2.43803;2.14908;3.01706;3.03215;2.86791;3.13687;2.58717;3.45155;2.48616;1.62636
Amigo1;1;1;23.3857142857143;9.58571428571429;0.032545431397898;1.36566;1.5298;1.04204;1.2369;1.06074;1.45657;1.16669;0.967596;1.65352;1.21863;1.54595;1.33184;1.57485;1.3389;1.12192;1.33572
Gsk3b;1;1;23.3857142857143;14.0071428571429;0.0324757308723238;2.36678;3.1434;2.54665;2.35295;2.54392;3.14348;2.65385;2.47798;3.07303;2.79831;3.12063;3.02814;2.30911;3.43518;2.8364;2.91206
Smg8;1;1;23.3857142857143;8.48571428571429;0.0323875108834329;2.87439;3.01145;2.77348;2.15552;3.11797;2.81584;2.42774;2.53;3.02277;3.01084;2.46928;3.18347;3.52343;2.60362;2.56074;3.07589
Trim33;1;1;23.3857142857143;15.3714285714286;0.0323262282957302;1.26771;0.876076;1.2499;0.919834;1.31688;0.960326;1.38568;1.36095;1.4373;1.22879;1.47617;1.53245;1.40655;1.27583;1.42325;1.00446
Fam124a;1;1;23.3857142857143;7.6;0.0323080455499283;2.6127;1.95003;2.88478;2.02222;2.51518;1.43344;2.24652;2.30645;3.02511;2.51051;2.96951;2.91822;3.18699;2.72563;2.4367;2.80654
Chaf1b;1;1;23.3857142857143;7.93571428571429;0.0322762257447748;0.708454;1.06531;0.899784;1.40068;0.921135;1.11316;0.815703;1.07023;0.881656;0.816687;0.474578;1.00814;0.683907;0.569502;0.619496;0.66745
Rasal2;1;1;23.3857142857143;15.3714285714286;0.0322580093272214;0.917357;0.869544;1.05643;0.631785;1.46612;0.627828;1.62132;1.35566;1.13526;0.944543;1.53686;1.39249;2.03891;1.07093;1.30322;1.23925
Stab1;1;1;23.3857142857143;12.5;0.0322376715893243;3.554;3.78965;3.49172;3.01976;3.40938;3.5754;3.01667;2.41387;4.55436;4.07408;3.00128;2.75525;3.77217;4.92005;3.22844;4.47869
Rpp40;1;1;23.3857142857143;11.3071428571429;0.0322272333463641;2.53117;2.80502;2.67093;2.78054;2.77902;3.14829;2.35632;2.95638;1.71655;2.28504;2.7254;2.28683;2.67758;2.09667;2.59846;2.31208
1700066M21Rik;1;1;23.3857142857143;14.5571428571429;0.0319699811650179;7.23492;6.52922;9.67155;7.13567;7.12764;6.6805;11.0554;12.1969;10.4649;8.75534;12.1533;9.71454;9.17306;9.80329;10.9209;7.83839
Lamb1;1;1;23.3857142857143;9.53571428571429;0.0317887597985254;1.22908;0.64863;1.03965;0.838824;0.933499;0.813449;0.951309;0.70543;1.08614;1.15329;1.2215;0.886255;0.962123;0.994263;0.824757;1.16008
Appbp2os;1;1;23.3857142857143;8.48571428571429;0.0317533034442116;0.133035;0.405935;1.01388;0.582638;0.11305;0.416411;0.419041;0.542482;0.453535;0.199024;0.811451;0.607623;0.497783;0.400336;0.321913;0.232004
42614;1;1;23.3857142857143;9.67857142857143;0.0317385552170611;1.49254;1.56159;0.828342;0.965297;0.896541;0.990143;0.902504;0.84985;0.885893;1.32145;0.914405;0.908849;1.13765;0.663593;1.0295;1.26537
Zfp930;1;1;23.3857142857143;15.4428571428571;0.0316763634920682;1.65767;0.719962;1.65474;1.70169;1.74378;1.03534;2.78481;2.22467;1.76463;1.43771;2.64092;1.54526;1.94111;1.93831;2.69626;1.40168
Mad2l1;1;1;23.3857142857143;7.67142857142857;0.0314962196216231;1.21609;1.23702;1.08171;1.29368;1.09869;0.975641;1.25094;0.87688;1.14443;1.10102;1.39876;1.29589;1.15768;1.00281;1.81707;1.53506
Faap24;1;1;23.3857142857143;10.1357142857143;0.0314935258815042;1.79908;1.83004;1.62115;0.99896;1.8738;1.57758;1.19964;1.19169;1.41536;0.957317;1.25531;1.06507;1.67717;1.47898;0.964945;1.32238
Elp3;1;1;23.3857142857143;8.22142857142858;0.0314537932147515;8.40706;14.1272;9.31946;10.2122;10.2007;10.9044;9.32362;9.83049;10.9348;10.7871;10.1826;10.1829;9.68257;9.70162;9.85804;9.51286
Zfx;1;1;23.3857142857143;12.4785714285714;0.0314029488700095;1.85749;0.956095;1.64092;1.56148;1.48337;0.96305;1.79325;1.65301;1.93251;1.6766;2.2442;1.81215;1.74472;1.9147;1.81238;1.39794
C2cd3;1;1;23.3857142857143;12.0714285714286;0.0313758767818154;0.918462;0.996121;0.984935;1.06602;1.21583;1.03689;1.04663;1.06054;1.23525;1.17455;1.04196;1.07945;1.14662;1.11433;0.971904;1.12521
Zfp85;1;1;23.3857142857143;8.98571428571429;0.0313495118004026;0.728361;0.370451;1.11564;0.758411;0.710435;0.250996;1.01995;1.12466;0.835511;0.746638;0.889898;0.752387;0.5003;0.653574;0.711426;0.705758
Tlr3;1;1;23.3857142857143;8.36428571428572;0.0312376205702177;0.80226;0.650316;0.906818;0.700218;0.676788;0.45515;0.864463;0.6638;1.01437;0.76417;0.994716;0.839615;0.712958;0.471371;0.937412;0.683391
Adrbk1;1;1;23.3857142857143;11.1142857142857;0.031143002948545;10.5073;12.1677;11.604;11.431;9.80769;12.2765;11.2827;10.4231;12.2767;11.0842;12.571;11.8656;12.039;13.2015;11.9059;12.8856
A430033K04Rik;1;1;23.3857142857143;13.5285714285714;0.0311268405078318;1.22014;1.25914;1.00151;1.26061;1.12489;1.22543;1.63148;1.32748;1.39891;1.26079;1.25344;1.2921;1.45065;0.93955;1.23722;1.36327
Med11;1;1;23.3857142857143;12.4285714285714;0.030786082382803;15.5686;15.5897;19.1939;18.7967;16.2537;15.4789;15.9099;15.8829;13.2494;14.9051;15.0439;12.3419;13.9856;16.1817;15.2697;17.7552
Syce2;1;1;23.3857142857143;11.3071428571429;0.0307215673069575;1.47884;0.962579;1.78014;1.35519;1.107;1.97995;1.32446;0.894829;1.02445;0.676709;1.82935;1.71034;1.30633;1.71965;1.1916;1.68109
Ccdc166;1;1;23.3857142857143;12.9785714285714;0.0305244528737639;1.22979;1.21576;1.69273;1.63203;1.688;1.4743;1.57254;1.62958;1.30495;1.40101;1.50169;1.40619;1.16123;1.22802;1.42039;1.79034
Asb7;1;1;23.3857142857143;9.32142857142857;0.0304958318850015;1.69397;1.16911;1.89414;1.40122;1.81804;0.989096;1.67829;1.85987;1.56928;2.03981;1.9834;2.24838;1.54745;1.40408;1.43392;1.42451
Ap5m1;1;1;23.3857142857143;12.4071428571429;0.0304739452465362;2.35081;2.24853;2.60397;2.32503;3.03813;2.00745;3.2186;2.24454;2.98928;2.7337;2.84657;3.15129;2.77458;2.86102;2.84991;1.75037
Ick;1;1;23.3857142857143;9.8;0.0304015509808433;1.56874;2.67896;1.58198;1.79846;1.79409;1.94197;1.75365;1.67414;1.46346;2.64017;1.8088;1.65469;1.20391;2.04558;1.73792;1.6955
Nfam1;1;1;23.3857142857143;8.62857142857143;0.030393335073481;1.23934;1.44906;0.618949;1.19883;0.891158;1.14935;1.08099;0.944617;1.64007;1.29481;1.43374;1.38603;1.82229;2.1021;1.27377;1.01926
Htt;1;1;23.3857142857143;8.98571428571429;0.0303432988507741;1.38167;1.51761;1.46117;1.67801;1.3139;1.37198;1.63835;1.50501;2.15762;1.62274;1.61653;1.75871;1.49894;1.75055;1.55697;1.54619
Fzd5;1;1;23.3857142857143;7.81428571428572;0.0303131963049465;0.919163;1.26039;1.30394;0.963306;1.04967;1.00057;1.04157;0.97523;1.37783;1.37821;1.28729;0.895255;0.771191;0.997218;0.998134;0.829465
Spen;1;1;23.3857142857143;11.8785714285714;0.0302874037433088;2.13551;2.15508;1.72623;1.79043;2.00837;2.39489;1.69599;1.59733;2.42201;2.2814;2.06503;2.05432;2.07942;2.40852;1.90756;2.76841
Plcl2;1;1;23.3857142857143;12.4071428571429;0.0300244273642106;3.69795;5.14322;4.48177;3.91448;4.44991;4.63191;5.16417;3.71597;3.69678;3.83262;4.25747;4.29873;4.08273;4.10536;3.93597;4.56819
Tab3;1;1;23.3857142857143;9.87142857142857;0.0298586613316495;0.918997;0.645886;0.93191;0.697295;0.733113;0.539867;1.12611;1.00119;1.01118;1.17127;1.34633;1.03014;0.974588;0.775621;1.00758;0.623378
Slc25a48;1;1;23.3857142857143;9.10714285714286;0.0295338299450731;4.64411;5.60191;5.07101;5.21274;4.21445;4.14772;5.26295;4.78733;4.8394;6.24504;5.25092;5.56826;6.69917;7.73342;5.39065;3.40164
Gja1;1;1;23.3857142857143;9.03571428571429;0.0295002928805939;1.57633;0.747077;0.699633;0.622066;0.506405;0.577336;0.816823;0.227261;0.996589;0.592522;0.856715;1.02256;0.88701;0.806377;0.979592;0.487365
Il1a;1;1;23.3857142857143;10.1571428571429;0.0294793827229216;1.15863;0.453296;0.694426;1.05416;1.35927;0.548898;0.755335;0.97;1.34019;1.29071;1.44918;0.610538;1.1432;1.29606;1.29055;0.992817
Cd59b;1;1;23.3857142857143;13.5071428571429;0.0294385388883702;1.41856;2.5972;1.63498;1.59604;1.70942;2.39115;1.99249;1.95149;1.13585;1.26587;2.29183;1.58372;2.25525;1.55514;1.90511;1.58723
Cdc42bpg;1;1;23.3857142857143;10.1357142857143;0.0294378654533406;2.80138;2.40638;2.58413;2.59331;2.62446;3.33269;2.2369;2.47062;3.37598;3.10095;2.6239;3.39802;3.44081;2.74582;2.48121;2.86418
Bbs10;1;1;23.3857142857143;14.6285714285714;0.0294314678205583;1.41025;0.769247;1.53584;1.86605;1.42522;1.26724;1.86357;1.77046;1.36748;1.42779;1.83363;1.15119;1.26921;1.55421;1.56161;1.35194
Mrpl21;1;1;23.3857142857143;12.5;0.0293617672949845;22.1986;23.356;21.2354;23.0109;19.2099;24.5479;17.6502;22.8703;17.3933;18.0378;16.7973;16.1579;16.8072;18.898;18.8815;21.3232
Rcn1;1;1;23.3857142857143;15.1785714285714;0.0292876894417171;2.96349;1.70145;2.04143;1.91055;2.23241;1.97753;2.04365;1.72981;2.95535;2.83332;2.45345;1.82665;2.84874;3.83747;3.53839;2.2917
Rbpj;1;1;23.3857142857143;10.9;0.0290546809214404;2.15702;2.01195;1.9523;2.0392;1.91964;1.63191;2.32921;2.29468;2.8336;2.77488;2.76104;2.69851;2.36878;2.18854;2.21312;1.67999
Nrros;1;1;23.3857142857143;9.10714285714286;0.0290418856558761;1.28238;1.24161;1.25284;1.00343;1.05192;0.971658;1.32743;0.964527;1.47805;1.12393;1.12113;1.45822;1.74664;1.27651;1.05609;1.09389
Pgm3;1;1;23.3857142857143;9.32142857142857;0.0288082037005697;2.68956;4.76384;3.8292;3.52252;4.22961;3.49384;3.7691;3.61235;3.41841;4.16697;3.45197;3.8608;2.40469;4.31461;4.15456;2.88399
Gm21992;1;1;23.3857142857143;9.05714285714286;0.028685621453586;0.000124447;0;0.121365;0;0;0;0;1.16185;0;0;0.292524;0;0;0;0;0
Coro2b;1;1;23.3857142857143;8.98571428571429;0.0286749309081917;0.775986;1.02152;0.728417;0.83515;0.565092;0.87106;0.3712;0.434714;1.00571;0.804947;0.584491;0.440079;0.550862;0.763208;0.489424;0.814915
Lyz1;1;1;23.3857142857143;7.52857142857143;0.0286725738855878;1.51779;0.669017;0.932013;0.365392;0.928186;0.687224;0.641999;0.741051;0.787191;1.12119;1.69471;0.808704;1.01315;0.863412;1.14021;0.544411
Nnt;1;1;23.3857142857143;9.25;0.0284583542026397;8.39395;10.3566;15.0423;10.074;10.2696;10.2602;14.29;9.26363;9.39441;10.8352;9.72146;10.9383;9.18989;10.1411;9.7789;9.58395
Il17ra;1;1;23.3857142857143;11.1642857142857;0.0283442069651051;3.70991;5.7446;4.40466;3.685;4.30338;5.89634;4.40209;4.62582;4.11191;3.9063;4.33882;5.30237;5.07532;4.17485;3.64618;4.79215
Evl;1;1;23.3857142857143;9.51428571428571;0.028331411699541;1.2516;1.45137;1.17366;1.32865;0.838962;1.52311;1.20197;1.06044;1.60639;1.46198;1.39466;1.29525;1.53148;1.47351;1.15123;1.23049
Noc4l;1;1;23.3857142857143;14.2714285714286;0.0283159226938579;6.64101;8.0074;6.38587;5.81021;6.65174;8.9475;5.45896;6.1526;6.06041;5.10022;6.41705;5.4252;6.07881;6.51796;5.50345;6.46604
Manba;1;1;23.3857142857143;15.5857142857143;0.0282734962869868;3.89685;4.57149;4.25974;4.42583;4.59496;4.18978;5.90731;4.94554;4.25935;4.88164;4.35873;4.90931;4.42352;5.14304;5.87112;4.6493
Blzf1;1;1;23.3857142857143;9.51428571428571;0.0282559869762145;2.05073;2.17824;1.9458;1.42372;1.96779;1.92829;1.77025;1.85604;1.92782;1.52807;2.14743;1.78734;2.18791;1.50435;1.62059;1.17374
Cerk;1;1;23.3857142857143;8.36428571428572;0.0282318443303997;1.16574;0.568714;0.814119;0.664629;0.695031;0.451183;0.719405;0.516633;1.30428;1.1182;1.13665;0.878234;1.01037;1.06991;0.841714;0.756753
2900008C10Rik;1;1;23.3857142857143;11.4714285714286;0.028227635361464;0.739803;0.846591;0.673104;1.33791;0.566361;0.739732;0.831518;0.726641;0.799962;1.05817;0.555567;0.668694;0.582721;0.308549;0.967511;1.12117
Rtn4ip1;1;1;23.3857142857143;10.2285714285714;0.0281233202753633;7.67852;11.2399;9.54406;9.92376;9.74249;7.81512;8.93655;10.0757;8.28555;9.44492;7.4866;9.55066;7.62733;9.5792;9.77505;9.42393
Zfp318;1;1;23.3857142857143;14.3428571428571;0.0279458701450369;1.47622;1.55107;1.8005;1.46412;1.5404;1.74413;2.07729;2.2051;2.12834;2.12828;2.16377;1.97696;1.84219;1.89975;1.64676;1.5939
Aida;1;1;23.3857142857143;8.15;0.0278246518396906;2.35253;2.34178;2.65873;1.8282;2.16825;1.59815;2.1564;2.38148;2.45455;2.40823;2.74058;2.60917;2.68225;2.75249;2.74324;1.84472
Itgb7;1;1;23.3857142857143;12;0.0276798633083048;0.738722;0.579685;0.988552;1.1174;0.745039;0.696695;0.805545;0.468127;0.568467;0.745058;0.468932;0.562273;0.827042;1.01298;0.695992;0.936904
Ackr1;1;1;23.3857142857143;8.84285714285715;0.0276715127139366;1.07535;1.15141;1.3153;0.611771;1.13492;0.903068;1.43564;0.886519;1.41731;1.54832;1.45986;1.37858;1.38616;0.966852;0.728987;1.62071
Son;1;1;23.3857142857143;10.1571428571429;0.0276546094946907;12.3023;12.2511;11.2904;10.2098;11.7211;12.5622;10.2291;10.296;13.4344;10.8274;11.7278;11.6022;10.791;11.5623;10.0144;13.3268
Gosr1;1;1;23.3857142857143;13.65;0.0274997194378597;6.89923;5.95632;7.0678;6.99341;7.15375;6.14168;7.19812;7.71084;7.40951;7.0963;7.47283;7.88657;7.61611;8.33462;8.11687;5.86357
Mfsd4;1;1;23.3857142857143;8.62857142857143;0.0274349349880024;0.579996;0.424454;0.517427;0.523133;0.355646;0.341537;0.449753;0.627262;0.995155;0.956687;0.833802;1.0063;1.06126;0.809284;0.597105;0.538025
Epor;1;1;23.3857142857143;10.1357142857143;0.0273869527421362;0.778744;0.792147;0.884343;0.383394;1.19798;0.859561;0.79042;0.3756;0.647127;0.717104;0.861232;0.691534;0.816643;0.888128;0.62651;0.907657
Proca1;1;1;23.3857142857143;13.1214285714286;0.0273316973979491;1.70552;1.3218;1.93338;1.14068;1.45947;2.24454;1.16041;1.96056;1.16035;1.64734;1.25343;1.08181;1.20343;1.59427;1.2417;2.26543
Tnks;1;1;23.3857142857143;13.2428571428571;0.0272271802813395;1.01432;0.931137;0.726223;1.02868;0.986811;0.566209;1.37413;1.22442;1.7162;1.71298;1.44843;1.588;1.49776;1.88964;1.56475;0.862979
4833418N02Rik;1;1;23.3857142857143;9.65714285714286;0.0272210183508177;1.00164;0.937363;0.700823;0.980432;0.667436;1.09139;0.551283;0.672948;0.659222;0.650086;0.858736;0.670919;0.742059;0.801263;0.90271;0.612989
Senp7;1;1;23.3857142857143;12.2142857142857;0.0270779470787576;0.479628;1.06005;0.612024;0.598332;0.663322;0.781535;1.30774;0.875972;0.897481;0.987923;1.03121;0.865413;0.800323;0.858461;0.827151;0.621631
Podxl;1;1;23.3857142857143;13.3142857142857;0.0268963553229987;1.19681;0.910514;0.954191;0.755901;0.810731;1.02313;0.843131;0.618278;1.61086;1.43249;1.44964;1.38553;1.52991;2.26818;1.67391;1.1707
Ms4a4b;1;1;23.3857142857143;10.2285714285714;0.0268445681692146;0.611359;0.362758;0.493924;0.367897;0.400526;0.244223;0.323233;0.95933;0.176143;1.01618;0.568886;0.426568;0.453454;0.491455;0.697113;0.639508
Reps2;1;1;23.3857142857143;13.1;0.0267936228092176;2.69205;2.28452;2.68854;3.16973;2.86244;1.8425;4.86211;4.03682;3.75647;3.94112;4.29694;5.05419;4.31416;3.97621;4.37277;2.21346
Cdkl2;1;1;23.3857142857143;14.4142857142857;0.026792949374188;1.36358;0.812364;1.15443;1.42044;1.4038;0.91643;1.7114;1.33262;1.50961;1.61133;1.2952;1.50136;1.42599;1.7596;2.29878;1.37004
Bicd2;1;1;23.3857142857143;12.5;0.0267589409051881;3.03649;2.37462;2.50272;2.51452;2.82107;2.63019;2.6639;2.6648;3.94868;3.68762;3.58679;2.94308;3.19115;3.46826;3.82031;3.54363
Ikbkap;1;1;23.3857142857143;13.3857142857143;0.0267549002950099;1.27055;1.72327;1.38688;1.34751;1.35587;1.41016;1.58696;1.56729;1.61049;1.56709;1.59928;1.55256;1.56988;1.55397;1.95277;1.25039
Oser1;1;1;23.3857142857143;10.7785714285714;0.0266983317525146;14.8908;18.9239;17.6646;15.4852;15.7339;15.5351;16.6309;14.939;15.5039;15.8803;14.2718;14.2497;14.8233;15.0221;13.2084;16.1857
Tmem198b;1;1;23.3857142857143;7.45714285714286;0.026611290274926;0.883752;0.624284;0.69414;0.962279;0.778973;0.908337;0.572394;0.543874;1.02315;1.15603;1.13345;0.76609;0.907815;0.924952;0.809575;0.577521
Ccdc93;1;1;23.3857142857143;12.6214285714286;0.0265360339103569;1.44339;1.54995;1.34843;1.33107;1.26045;1.26635;1.67909;1.53149;2.45708;1.65864;1.64684;1.68125;1.92661;2.00333;1.78761;1.16791
Ggta1;1;1;23.3857142857143;14.5571428571429;0.0263272690511494;0.857018;0.494854;0.583207;0.401878;0.485844;0.520846;0.778543;0.464872;0.772719;0.725226;0.525202;0.480049;0.811724;1.12327;0.694076;0.811841
Rnf8;1;1;23.3857142857143;11.7857142857143;0.0262218764690011;6.61134;7.83421;8.13261;8.11304;6.88697;8.23714;7.98688;8.25318;8.74056;6.93912;8.82554;8.75286;8.23002;9.48877;7.12268;8.58348
Casp4;1;1;23.3857142857143;9.58571428571429;0.0260759094263133;1.46211;0.349944;0.584681;0.700777;0.86632;0.275419;0.682562;0.451007;0.409431;1.23747;0.959056;1.01471;1.40223;0.732962;0.830546;0.657268
Evi2a;1;1;23.3857142857143;9.51428571428571;0.0260262099211214;1.66405;0.732212;0.76786;1.35657;1.4305;0.932872;0.845525;1.61176;1.5013;1.26742;2.37187;2.39689;1.92113;1.54312;1.31301;1.19746
Il10ra;1;1;23.3857142857143;9.58571428571429;0.0260204857233689;1.11935;0.641481;0.908671;1.12471;0.98962;1.05494;0.886253;0.967416;1.46698;1.20483;1.64206;1.05597;1.4678;1.54685;0.925501;0.987299
Synj1;1;1;23.3857142857143;14.3428571428571;0.0258143135890258;1.09595;0.914596;1.06769;0.764851;0.801664;1.20744;1.18685;1.02257;1.2406;1.12941;1.43243;1.26698;1.1684;1.32029;1.13972;1.02704
Sgk1;1;1;23.3857142857143;13.3142857142857;0.0258093975133092;5.14013;5.35858;3.78861;4.53712;5.91484;4.35131;4.26754;4.3584;6.08442;5.25406;4.8929;3.88546;6.42346;6.4077;5.36378;5.1409
Socs1;1;1;23.3857142857143;8.7;0.0257756920900724;0.371072;1.40198;0.462333;0.382506;0.323911;0.67729;0.336266;0.332514;0.687052;0.274212;0.455495;0.242098;0.353948;0.472194;0.213349;0.237477
Ak1;1;1;23.3857142857143;14.8214285714286;0.0257558257566962;5.60831;0.0586399;0.219658;0.157439;0.17763;0.254834;0.244373;0.151872;0.150105;0.185825;0.148015;6.97158;0.298702;0.234478;2.90186;0.254682
Sgcb;1;1;23.3857142857143;12;0.0257543105278794;0.764528;0.433717;0.517179;0.524648;0.377096;0.355693;0.608234;0.591292;0.818434;0.486094;0.702783;1.05192;0.553987;0.661505;0.780316;0.413815
Doc2a;1;1;23.3857142857143;14.15;0.0256623529745737;0.648569;0.705237;0.785394;0.571317;0.572103;1.09798;0.711224;0.661108;0.893619;0.542863;0.439647;0.340451;0.512646;0.726733;0.449697;0.749301
Fam126a;1;1;23.3857142857143;15.1785714285714;0.0256075016914045;1.04936;0.913558;1.07274;1.06603;0.879489;0.984769;1.9902;1.57211;1.22627;1.3672;1.21737;1.53076;1.24951;2.09001;2.09788;1.14365
Socs3;1;1;23.3857142857143;10.7571428571429;0.0255777358630917;3.80487;5.84767;2.48206;3.0205;3.68675;7.80889;2.10467;3.12356;4.34811;4.30345;4.98268;5.82358;2.58361;5.26725;1.56334;3.99073
Ccdc132;1;1;23.3857142857143;11.1642857142857;0.0255683077726759;1.68507;1.53712;1.90755;1.89654;2.03012;1.46857;2.18318;2.44119;2.32151;1.66347;2.65343;2.94881;2.29351;2.08711;1.98514;1.57923
Peli3;1;1;23.3857142857143;7.93571428571429;0.0255540982935492;0.516162;0.401506;0.768749;0.497126;0.614314;0.463342;0.482451;0.51156;0.895469;0.71553;0.597699;0.739533;1.10104;0.561328;0.561791;0.383844
Myo1c;1;1;23.3857142857143;11.9285714285714;0.0255265548008346;6.18262;8.16168;6.19524;6.11438;6.23922;7.66498;6.71312;6.02505;7.21213;7.11053;6.33759;7.7452;7.38203;8.4383;7.55298;6.77084
Eri2;1;1;23.3857142857143;11.45;0.0254598173893909;1.15528;0.940146;1.00828;0.732703;1.18496;0.695503;1.40512;1.05942;1.0985;1.13185;1.10459;1.18416;0.93328;0.965847;0.966195;0.894858
Tpp2;1;1;23.3857142857143;8.48571428571429;0.0254023060378545;4.55152;5.52743;5.35539;5.51341;5.46626;4.94507;5.68459;5.15891;5.67475;5.90688;6.41631;6.61566;5.56772;5.58309;5.28876;4.5577
Aak1;1;1;23.3857142857143;13.9357142857143;0.0253175542393665;0.598093;0.686176;0.503981;0.479827;0.60778;0.669683;0.615952;0.564123;1.08112;0.710985;0.73778;0.730509;0.67743;0.995731;0.798926;0.601558
Tbc1d22b;1;1;23.3857142857143;8.36428571428572;0.0252285598001914;1.56174;1.25166;1.26368;1.48611;1.05996;1.32267;1.12105;1.21836;1.72853;1.48379;1.34678;1.36881;1.16564;1.32669;1.31934;1.37448
Klhdc9;1;1;23.3857142857143;10.0857142857143;0.0251730014102411;1.76824;1.95855;2.13872;2.70738;1.96428;1.47994;1.95486;1.89795;1.70162;1.53579;1.38103;1.40573;1.83383;1.48417;2.02357;1.48568
Znhit6;1;1;23.3857142857143;9.72857142857143;0.0251228305005283;2.73435;2.55812;2.74667;2.6063;3.20688;2.87715;2.30663;2.80465;2.2027;2.56822;2.69419;2.32429;2.37544;2.44587;2.53621;2.22484
Zdhhc14;1;1;23.3857142857143;11.2571428571429;0.0249056477034496;1.14241;1.77945;1.56869;1.40294;1.38777;1.4527;1.57115;1.32108;1.08622;1.44331;1.17385;1.34506;1.20052;1.27777;1.40682;1.4732
Rgcc;1;1;23.3857142857143;10.1357142857143;0.0249036273983605;1.16399;0;0;0.0693581;0.201526;0.0615784;0;0;0.0667663;0.0575574;0.267855;0.886018;0.230891;0.0578382;0.375012;0
Pik3cd;1;1;23.3857142857143;9.58571428571429;0.0248752421118586;0.948637;0.675065;0.580196;0.986298;0.888679;0.696168;0.68512;0.802609;0.928805;1.14294;1.08245;1.16774;1.093;1.18329;0.722998;0.853469
Agap1;1;1;23.3857142857143;13.4571428571429;0.0248500893134992;0.983214;1.18012;0.863438;1.08298;0.885944;1.21645;0.993394;0.932729;0.949755;1.20507;0.917056;0.999611;0.972899;1.39786;1.25383;1.27602
Ofd1;1;1;23.3857142857143;8.48571428571429;0.0247921402291934;0.81465;0.593686;1.02231;0.668155;0.947159;0.549456;0.838536;0.656827;0.645403;0.776903;0.99591;0.795897;0.889102;0.627516;0.655057;0.762403
Mapk7;1;1;23.3857142857143;10.2285714285714;0.0247614652635905;0.847591;0.892662;0.601598;0.495776;0.585545;0.918836;0.554418;0.613064;0.807501;0.905859;0.908616;0.60295;0.725644;0.617813;0.895494;1.12241
Cav3;1;1;23.3857142857143;11.45;0.0247290730386619;1.58649;0;0;0.102073;0.049398;0;0;0;0;0;0;0.948824;0;0;0.77541;0.0507025
